1	194	231	292	92
2	199	246	414	18
3	220	236	451	0
4	240	231	468	0
5	232	204	455	0
6	222	234	465	0
7	217	237	466	0
8	250	220	465	0
9	250	238	492	0
10	216	256	479	0
11	183	265	466	0
12	205	273	456	0
13	214	241	477	0
14	210	271	466	0
15	178	290	459	0
16	201	269	463	0
17	198	255	463	0
18	187	247	479	0
19	158	286	492	0
20	108	335	460	0
21	130	319	443	0
22	108	350	451	0
23	81	387	453	0
24	83	365	430	0
25	123	352	458	0
26	80	363	451	0
27	67	389	437	0
28	9	432	443	0
29	58	404	434	0
30	78	383	437	0
31	108	363	442	0
32	105	350	468	0
33	136	322	464	0
34	130	334	445	0
35	153	324	472	0
36	151	311	461	0
37	153	304	446	0
38	136	325	460	0
39	160	344	472	0
40	148	334	466	0
41	107	331	459	0
42	108	350	438	0
43	117	334	451	0
44	144	334	459	0
45	150	303	455	0
46	162	296	430	0
47	177	296	456	0
48	173	281	461	0
49	170	312	480	0
50	165	293	438	0
51	141	330	477	0
52	142	317	470	0
53	146	332	458	0
54	154	314	451	0
55	157	303	469	0
56	159	291	453	0
57	167	287	465	0
58	180	294	458	0
59	153	304	470	0
60	153	311	463	0
61	152	310	462	0
62	151	306	450	0
63	141	301	439	0
64	184	295	438	0
65	180	274	451	0
66	179	278	470	0
67	201	251	469	1
68	213	253	485	0
69	242	225	466	0
70	226	209	466	0
71	225	242	475	0
72	233	227	485	0
73	238	203	481	0
74	251	227	478	0
75	214	221	470	0
76	214	249	475	0
77	188	267	460	0
78	200	271	474	0
79	227	242	473	0
80	200	261	471	0
81	204	262	466	0
82	188	271	477	0
83	211	246	472	0
84	211	245	472	0
85	229	231	478	0
86	215	246	463	0
87	229	227	471	0
88	214	232	467	0
89	207	233	434	0
90	199	251	460	0
91	216	243	484	0
92	193	266	458	0
93	231	222	455	0
94	222	218	482	3
95	233	234	485	0
96	261	190	464	0
97	238	193	492	0
98	239	222	459	0
99	250	202	482	0
100	238	227	469	0
101	221	236	461	0
102	213	239	455	0
103	197	263	466	0
104	223	229	485	0
105	193	250	455	0
106	209	244	477	0
107	212	244	464	0
108	227	233	466	0
109	255	202	456	0
110	277	177	472	0
111	279	189	469	0
112	292	172	461	0
113	273	182	486	0
114	267	190	483	0
115	299	152	465	0
116	303	156	478	0
117	325	147	491	0
118	325	118	503	0
119	317	152	507	0
120	313	149	485	0
121	318	150	470	0
122	312	154	473	0
123	312	145	455	0
124	336	106	469	0
125	370	96	506	0
126	345	108	499	0
127	374	103	494	0
128	374	85	497	0
129	389	60	490	0
130	405	63	481	0
131	363	99	500	0
132	340	103	488	0
133	355	105	493	0
134	348	110	497	0
135	338	141	500	0
136	349	130	482	0
137	286	158	480	0
138	292	183	480	0
139	294	190	490	0
140	290	154	495	0
141	321	132	475	0
142	349	92	498	0
143	367	97	488	0
144	376	78	484	0
145	375	91	491	0
146	381	75	491	0
147	356	84	464	0
148	394	70	486	0
149	386	58	492	0
150	382	71	513	0
151	404	54	508	0
152	395	60	511	0
153	394	35	509	0
154	385	57	508	0
155	405	30	502	0
156	417	37	509	0
157	441	33	502	0
158	424	59	491	0
159	399	47	498	1
160	442	16	492	0
161	440	26	479	0
162	454	0	535	0
163	447	11	513	0
164	458	8	507	0
165	442	4	508	0
166	462	0	492	0
167	464	0	508	0
168	477	0	506	0
169	456	0	511	0
170	469	1	504	0
171	458	0	520	0
172	449	16	517	0
173	428	28	501	0
174	458	0	515	0
175	446	0	510	0
176	447	0	501	0
177	442	0	520	0
178	463	0	510	0
179	445	0	496	0
180	442	0	508	0
181	459	0	504	0
182	450	0	497	0
183	445	0	517	0
184	455	4	531	0
185	437	0	501	0
186	464	0	515	0
187	463	0	510	0
188	471	0	509	0
189	456	0	517	0
190	456	0	514	0
191	467	0	509	0
192	451	0	505	0
193	484	0	523	0
194	462	0	507	0
195	447	0	520	0
196	442	1	522	0
197	447	0	520	0
198	449	0	510	0
199	456	0	505	0
200	468	0	508	0
201	468	0	522	0
202	456	2	520	0
203	458	0	531	0
204	444	0	499	0
205	434	10	488	0
206	462	0	490	0
207	470	0	504	0
208	470	0	527	0
209	439	0	527	0
210	453	0	514	0
211	447	0	535	0
212	450	8	501	0
213	468	0	516	0
214	473	0	521	0
215	482	0	500	0
216	450	0	530	0
217	463	0	486	0
218	461	0	520	0
219	455	0	507	0
220	461	0	526	0
221	432	19	501	0
222	477	21	485	0
223	451	0	485	1
224	449	14	516	0
225	438	0	503	0
226	483	0	508	0
227	452	0	519	0
228	455	26	510	0
229	432	0	522	0
230	437	30	505	0
231	436	42	514	0
232	425	45	508	0
233	405	37	520	0
234	384	76	487	0
235	403	59	507	0
236	404	53	494	0
237	395	67	502	0
238	389	63	498	0
239	414	59	511	0
240	382	62	510	0
241	373	114	489	0
242	356	89	483	0
243	373	95	483	0
244	350	93	491	0
245	353	110	472	0
246	392	54	495	0
247	409	68	493	0
248	398	100	492	0
249	399	48	500	0
250	373	74	502	0
251	361	92	490	0
252	390	79	492	0
253	374	120	487	0
254	363	107	467	0
255	363	105	514	0
256	378	88	507	0
257	359	104	477	0
258	359	118	480	0
259	355	109	482	0
260	322	131	494	0
261	317	135	499	0
262	301	169	472	0
263	289	179	482	0
264	265	198	475	0
265	250	217	483	0
266	281	172	501	0
267	276	184	463	0
268	290	162	478	0
269	293	174	456	0
270	307	157	473	0
271	310	150	486	0
272	311	139	488	0
273	334	137	495	0
274	327	147	497	0
275	307	152	471	0
276	318	143	491	0
277	340	109	481	0
278	347	122	514	0
279	382	88	492	0
280	391	80	503	0
281	378	73	513	0
282	382	61	504	0
283	431	46	503	0
284	451	27	498	0
285	444	24	503	0
286	443	10	525	0
287	426	0	519	0
288	417	37	512	0
289	395	68	483	0
290	385	65	486	0
291	394	58	506	0
292	390	82	486	0
293	368	100	491	0
294	390	83	490	0
295	368	89	487	0
296	378	82	508	0
297	339	100	495	0
298	379	84	503	0
299	393	66	485	0
300	410	63	479	0
301	399	74	487	0
302	404	62	504	0
303	419	34	483	0
304	415	44	494	0
305	447	29	483	0
306	434	26	509	0
307	423	46	510	0
308	428	37	487	0
309	429	25	507	0
310	435	16	496	0
311	458	0	508	0
312	436	0	515	0
313	473	0	505	0
314	464	1	522	0
315	462	0	487	3
316	463	0	501	0
317	458	0	512	0
318	444	0	512	0
319	461	0	511	0
320	463	0	528	0
321	456	0	507	0
322	479	0	521	0
323	450	20	516	0
324	438	18	494	0
325	416	17	514	0
326	429	27	487	0
327	416	33	502	0
328	401	57	516	0
329	422	40	486	0
330	418	46	506	0
331	450	28	480	0
332	454	0	522	0
333	473	0	533	0
334	458	0	496	0
335	463	0	506	0
336	445	0	525	0
337	464	0	509	0
338	475	0	498	0
339	460	0	524	0
340	453	0	496	0
341	446	8	521	0
342	455	0	513	0
343	447	2	517	0
344	421	29	511	0
345	443	21	518	0
346	456	0	507	0
347	455	14	490	0
348	456	16	495	0
349	453	0	519	0
350	460	0	516	0
351	455	0	519	0
352	475	0	506	0
353	466	0	525	0
354	451	0	511	0
355	461	0	525	0
356	454	0	519	0
357	445	0	514	0
358	443	0	503	0
359	448	0	506	0
360	437	0	500	0
361	473	10	502	0
362	460	0	542	0
363	447	39	513	0
364	402	69	490	0
