1	222	235	457
2	198	230	428
3	174	296	470
4	183	262	445
5	186	271	457
6	210	292	502
7	182	268	450
8	222	250	472
9	222	232	454
10	238	240	478
11	235	235	470
12	212	230	442
13	232	226	458
14	255	190	445
15	264	171	435
16	222	149	371
17	184	201	385
18	202	182	384
19	205	215	420
20	210	217	427
21	210	237	447
22	226	230	456
23	180	245	425
24	207	234	441
25	183	223	406
26	174	202	376
27	182	221	403
28	177	209	386
29	189	206	395
30	214	230	444
31	190	234	424
32	196	216	412
33	189	200	389
34	170	203	373
35	220	192	412
36	179	212	391
37	218	177	395
38	195	180	375
39	199	216	415
40	208	213	421
41	213	208	421
42	204	185	389
43	206	194	400
44	179	197	376
45	192	217	409
46	207	194	401
47	212	183	395
48	200	184	384
49	168	182	350
50	200	197	397
51	212	194	406
52	213	188	401
53	218	184	402
54	230	207	437
55	202	213	415
56	234	199	433
57	253	216	469
58	216	216	432
59	232	216	448
60	222	207	429
61	244	217	461
62	246	211	457
63	262	179	441
64	264	208	472
65	264	238	502
66	260	264	524
67	274	239	513
68	273	259	532
69	281	262	543
70	318	283	601
71	312	263	575
72	305	272	577
73	321	277	598
74	325	256	581
75	310	273	583
76	343	292	635
77	319	293	612
78	320	316	636
79	342	298	640
80	356	302	658
81	348	305	653
82	353	308	661
83	380	297	677
84	376	293	669
85	381	312	693
86	370	322	692
87	360	320	680
88	365	288	653
89	354	286	640
90	367	290	657
91	355	306	661
92	355	311	666
93	346	301	647
94	359	294	653
95	360	312	672
96	368	295	663
97	353	276	629
98	365	299	664
99	349	302	651
100	351	299	650
101	364	308	672
102	360	289	649
103	366	288	654
104	359	294	653
105	360	301	661
106	376	310	686
107	346	318	664
108	351	296	647
109	364	294	658
110	361	309	670
111	367	304	671
112	358	287	645
113	363	302	665
114	349	329	678
115	347	315	662
116	362	323	685
117	342	314	656
118	343	312	655
119	343	317	660
120	352	295	647
121	352	306	658
122	379	296	675
123	347	306	653
124	342	319	661
125	378	302	680
126	365	308	673
127	364	296	660
128	345	320	665
129	349	291	640
130	355	315	670
131	343	327	670
132	354	320	674
133	374	305	679
134	357	305	662
135	375	316	691
136	346	339	685
137	362	316	678
138	359	321	680
139	354	312	666
140	355	311	666
141	353	317	670
142	352	333	685
143	337	315	652
144	324	306	630
145	359	295	654
146	352	310	662
147	361	307	668
148	331	304	635
149	386	293	679
150	368	291	659
151	353	332	685
152	350	325	675
153	368	321	689
154	361	311	672
155	367	311	678
156	359	316	675
157	356	322	678
158	362	341	703
159	377	281	658
160	348	309	657
161	352	323	675
162	345	293	638
163	353	300	653
164	366	301	667
165	368	320	688
166	358	312	670
167	382	312	694
168	336	303	639
169	352	316	668
170	353	309	662
171	366	297	663
172	391	297	688
173	353	293	646
174	372	309	681
175	370	303	673
176	367	324	691
177	349	324	673
178	353	307	660
179	370	300	670
180	366	312	678
181	357	308	665
182	376	319	695
183	349	299	648
184	356	284	640
185	358	310	668
186	353	310	663
187	360	304	664
188	351	324	675
189	360	326	686
190	371	314	685
191	344	273	617
192	363	312	675
193	338	305	643
194	353	306	659
195	359	318	677
196	360	298	658
197	370	300	670
198	362	298	660
199	361	301	662
200	372	316	688
201	343	296	639
202	359	313	672
203	362	315	677
204	344	285	629
205	362	279	641
206	379	310	689
207	371	295	666
208	367	289	656
209	369	297	666
210	369	304	673
211	363	281	644
212	357	280	637
213	351	294	645
214	369	304	673
215	350	315	665
216	363	303	666
217	345	280	625
218	330	284	614
219	345	308	653
220	352	303	655
221	354	309	663
222	362	316	678
223	368	304	672
224	359	322	681
225	340	332	672
226	325	326	651
227	354	319	673
228	352	302	654
229	366	302	668
230	363	305	668
231	376	311	687
232	371	317	688
233	353	301	654
234	354	316	670
235	356	314	670
236	353	330	683
237	378	297	675
238	368	306	674
239	382	297	679
240	385	314	699
241	344	311	655
242	353	308	661
243	383	280	663
244	372	292	664
245	371	307	678
246	389	314	703
247	343	305	648
248	345	311	656
249	339	307	646
250	353	316	669
251	369	313	682
252	361	305	666
253	344	302	646
254	361	293	654
255	377	285	662
256	360	293	653
257	363	312	675
258	359	311	670
259	344	311	655
260	361	319	680
261	356	315	671
262	347	318	665
263	352	306	658
264	369	286	655
265	345	285	630
266	340	309	649
267	364	300	664
268	350	297	647
269	344	300	644
270	363	294	657
271	380	295	675
272	351	289	640
273	315	288	603
274	338	311	649
275	361	323	684
276	344	304	648
277	368	271	639
278	345	302	647
279	354	305	659
280	371	284	655
281	360	299	659
282	359	312	671
283	335	290	625
284	348	306	654
285	357	284	641
286	371	297	668
287	368	318	686
288	363	317	680
289	357	314	671
290	367	277	644
291	352	300	652
292	363	289	652
293	343	300	643
294	352	329	681
295	358	294	652
296	365	307	672
297	347	310	657
298	363	305	668
299	346	338	684
300	354	313	667
301	364	304	668
302	363	331	694
303	335	313	648
304	359	312	671
305	333	303	636
306	358	320	678
307	352	299	651
308	358	292	650
309	337	318	655
310	356	284	640
311	355	298	653
312	370	292	662
313	369	316	685
314	351	286	637
315	353	301	654
316	350	299	649
317	359	312	671
318	374	313	687
319	366	280	646
320	360	302	662
321	369	305	674
322	384	300	684
323	349	288	637
324	358	310	668
325	367	294	661
326	357	303	660
327	348	287	635
328	337	317	654
329	350	321	671
330	377	291	668
331	350	304	654
332	352	339	691
333	351	325	676
334	372	324	696
335	341	298	639
336	353	289	642
337	371	287	658
338	375	314	689
339	366	301	667
340	354	305	659
341	381	331	712
342	352	322	674
343	363	321	684
344	362	320	682
345	369	315	684
346	342	302	644
347	339	308	647
348	352	305	657
349	361	304	665
350	373	287	660
351	364	294	658
352	358	313	671
353	362	296	658
354	340	316	656
355	349	302	651
356	370	315	685
357	383	301	684
358	357	332	689
359	359	294	653
360	358	314	672
361	368	278	646
362	373	291	664
363	336	304	640
364	349	309	658
365	338	321	659
366	354	309	663
367	358	314	672
368	365	294	659
369	377	306	683
370	354	295	649
371	351	281	632
372	382	297	679
373	350	297	647
374	359	319	678
375	346	309	655
376	351	314	665
377	359	309	668
378	364	286	650
379	360	279	639
380	353	306	659
381	364	322	686
382	371	317	688
383	344	326	670
384	353	338	691
385	350	310	660
386	355	309	664
387	356	302	658
388	343	301	644
389	354	315	669
390	350	318	668
391	366	321	687
392	383	320	703
393	353	301	654
394	363	298	661
395	358	305	663
396	350	304	654
397	381	303	684
398	374	298	672
399	355	309	664
400	350	331	681
401	375	319	694
402	345	301	646
403	355	325	680
404	376	289	665
405	342	299	641
406	375	302	677
407	337	314	651
408	355	310	665
409	349	311	660
410	367	301	668
411	380	300	680
412	368	298	666
413	365	308	673
414	346	309	655
415	347	302	649
416	372	297	669
417	345	320	665
418	363	333	696
419	380	299	679
420	356	296	652
421	349	319	668
422	348	309	657
423	356	312	668
424	365	310	675
425	357	311	668
426	364	306	670
427	347	333	680
428	343	309	652
429	365	288	653
430	348	297	645
431	347	307	654
432	373	305	678
433	369	303	672
434	380	282	662
435	349	309	658
436	350	311	661
437	368	310	678
438	397	302	699
439	375	316	691
440	371	306	677
441	361	293	654
442	373	296	669
443	357	301	658
444	355	300	655
445	370	304	674
446	390	304	694
447	376	307	683
448	375	293	668
449	357	298	655
450	361	288	649
451	326	285	611
452	360	292	652
453	357	285	642
454	341	298	639
455	370	284	654
456	367	319	686
